UF,Município,Situação do Plano,Valor Disponível
PR,SANTA HELENA,Autorizado,264894.67
GO,SANTA HELENA DE GOIAS,Autorizado,355568.19
MG,SANTA HELENA DE MINAS,Autorizado,76195.94
MA,SANTA INES,Autorizado,749837.56
BA,SANTA INES,Autorizado,117496.45
PB,SANTA INES,Autorizado,56437.83
PR,SANTA INES,Autorizado,44129.24
SP,SANTA ISABEL,Autorizado,515076.63
GO,SANTA ISABEL,Autorizado,55030.61
PR,SANTA ISABEL DO IVAI,Autorizado,92034.05
PA,SANTA ISABEL DO PARA,Autorizado,611455.4
AM,SANTA ISABEL DO RIO NEGRO,Autorizado,224241.29
PR,SANTA IZABEL DO OESTE,Autorizado,158820.46
MG,SANTA JULIANA,Autorizado,153455.1
ES,SANTA LEOPOLDINA,Autorizado,124346.87
PR,SANTA LUCIA,Autorizado,59554.93
SP,SANTA LUCIA,Autorizado,91479.98
PI,SANTA LUZ,Autorizado,67168.37
BA,SANTA LUZIA,Autorizado,129444.94
PB,SANTA LUZIA,Autorizado,159762.4
MG,SANTA LUZIA,Autorizado,1829862.96
MA,SANTA LUZIA,Autorizado,624249.79
RO,SANTA LUZIA D'OESTE,Não Cadastrado,63847.31
SE,SANTA LUZIA DO ITANHY,Autorizado,148969.1
AL,SANTA LUZIA DO NORTE,Autorizado,84646.89
PA,SANTA LUZIA DO PARA,Autorizado,186713.3
MA,SANTA LUZIA DO PARUA,Autorizado,240011.51
MG,SANTA MARGARIDA,Autorizado,166588.05
RS,SANTA MARGARIDA DO SUL,Autorizado,46909.48
RS,SANTA MARIA,Autorizado,2222877.88
RN,SANTA MARIA,Autorizado,70837.79
PE,SANTA MARIA DA BOA VISTA,Autorizado,391718.97
SP,SANTA MARIA DA SERRA,Autorizado,73533
BA,SANTA MARIA DA VITORIA,Autorizado,374468.37
PA,SANTA MARIA DAS BARREIRAS,Autorizado,203371.93
MG,SANTA MARIA DE ITABIRA,Autorizado,117703.57
ES,SANTA MARIA DE JETIBA,Autorizado,378161.67
PE,SANTA MARIA DO CAMBUCA,Autorizado,154082.48
RS,SANTA MARIA DO HERVAL,Autorizado,73154.59
PR,SANTA MARIA DO OESTE,Autorizado,108152.15
PA,SANTA MARIA DO PARA,Autorizado,231557.4
MG,SANTA MARIA DO SALTO,Autorizado,67863.16
MG,SANTA MARIA DO SUACUI,Autorizado,154217.03
TO,SANTA MARIA DO TOCANTINS,Autorizado,49015.19
RJ,SANTA MARIA MADALENA,Autorizado,107242.77
PR,SANTA MARIANA,Autorizado,124173.53
SP,SANTA MERCEDES,Autorizado,50321.74
PR,SANTA MONICA,Autorizado,61335.09
CE,SANTA QUITERIA,Autorizado,400927.64
MA,SANTA QUITERIA DO MARANHAO,Autorizado,242761.38
PB,SANTA RITA,Autorizado,1145907.05
MA,SANTA RITA,Autorizado,349890.01
SP,SANTA RITA D'OESTE,Autorizado,47059.28
MG,SANTA RITA DE CALDAS,Autorizado,93471.03
BA,SANTA RITA DE CASSIA,Autorizado,275527.98
MG,SANTA RITA DE IBITIPOCA,Autorizado,55235.85
MG,SANTA RITA DE JACUTINGA,Autorizado,65369.57
MG,SANTA RITA DE MINAS,Autorizado,82540.77
GO,SANTA RITA DO ARAGUAIA,Autorizado,91665.74
MG,SANTA RITA DO ITUETO,Autorizado,69407.81
GO,SANTA RITA DO NOVO DESTINO,Não Cadastrado,51885.88
MS,SANTA RITA DO PARDO,Autorizado,86559.48
SP,SANTA RITA DO PASSA QUATRO,Autorizado,261247.31
MG,SANTA RITA DO SAPUCAI,Autorizado,412416.75
TO,SANTA RITA DO TOCANTINS,Não Cadastrado,41188.05
MT,SANTA RITA DO TRIVELATO,Autorizado,49907.7
RS,SANTA ROSA,Autorizado,637199.51
MG,SANTA ROSA DA SERRA,Autorizado,55125.03
GO,SANTA ROSA DE GOIAS,Autorizado,43802.47
SC,SANTA ROSA DE LIMA,Autorizado,41355.57
SE,SANTA ROSA DE LIMA,Autorizado,57588.07
SP,SANTA ROSA DE VITERBO,Autorizado,256530.24
PI,SANTA ROSA DO PIAUI,Autorizado,62672.96
AC,SANTA ROSA DO PURUS,Autorizado,67892.07
SC,SANTA ROSA DO SUL,Autorizado,84619.52
TO,SANTA ROSA DO TOCANTINS,Autorizado,58206.88
SP,SANTA SALETE,Autorizado,40700.61
ES,SANTA TERESA,Autorizado,235296.04
BA,SANTA TERESINHA,Autorizado,117060.08
PB,SANTA TERESINHA,Autorizado,63080.5
RS,SANTA TEREZA,Autorizado,40876.35
GO,SANTA TEREZA DE GOIAS,Autorizado,50777.63
PR,SANTA TEREZA DO OESTE,Em Elaboração,114005.17
TO,SANTA TEREZA DO TOCANTINS,Autorizado,44796.85
SC,SANTA TEREZINHA,Autorizado,87133.9
PE,SANTA TEREZINHA,Autorizado,126504.89
MT,SANTA TEREZINHA,Autorizado,84160.08
GO,SANTA TEREZINHA DE GOIAS,Autorizado,86650.83
PR,SANTA TEREZINHA DE ITAIPU,Autorizado,243359.67
SC,SANTA TEREZINHA DO PROGRESSO,Autorizado,42505.39
TO,SANTA TEREZINHA DO TOCANTINS,Não Cadastrado,42040.03
MG,SANTA VITORIA,Autorizado,202159.07
RS,SANTA VITORIA DO PALMAR,Autorizado,280133.56
BA,SANTALUZ,Autorizado,360594.22
BA,SANTANA,Autorizado,262914.53
AP,SANTANA,Autorizado,952329.45
RS,SANTANA DA BOA VISTA,Autorizado,84618.24
SP,SANTANA DA PONTE PENSA,Autorizado,39938.66
MG,SANTANA DA VARGEM,Autorizado,80635.93
MG,SANTANA DE CATAGUASES,Autorizado,58900.06
PB,SANTANA DE MANGUEIRA,Autorizado,66876.31
SP,SANTANA DE PARNAIBA,Autorizado,1242145.83
MG,SANTANA DE PIRAPAMA,Autorizado,84036.94
CE,SANTANA DO ACARAU,Autorizado,314748.56
PA,SANTANA DO ARAGUAIA,Autorizado,633198.19
CE,SANTANA DO CARIRI,Autorizado,188182.62
MG,SANTANA DO DESERTO,Autorizado,59426.49
MG,SANTANA DO GARAMBEU,Autorizado,49098.83
AL,SANTANA DO IPANEMA,Autorizado,444447.98
PR,SANTANA DO ITARARE,Autorizado,67319.73
MG,SANTANA DO JACARE,Autorizado,65397.26
RS,SANTANA DO LIVRAMENTO,Autorizado,659074.6
MG,SANTANA DO MANHUACU,Autorizado,91808.65
MA,SANTANA DO MARANHAO,Autorizado,140259.92
RN,SANTANA DO MATOS,Autorizado,123699.41
AL,SANTANA DO MUNDAU,Autorizado,118715.53
MG,SANTANA DO PARAISO,Autorizado,334554.49
PI,SANTANA DO PIAUI,Autorizado,58489.26
MG,SANTANA DO RIACHO,Autorizado,61843.89
SE,SANTANA DO SAO FRANCISCO,Autorizado,85107.7
RN,SANTANA DO SERIDO,Autorizado,50127.07
PB,SANTANA DOS GARROTES,Autorizado,79649.08
MG,SANTANA DOS MONTES,Autorizado,57819.5
BA,SANTANOPOLIS,Autorizado,95393.68
PA,SANTAREM,Autorizado,2409451.91
PA,SANTAREM NOVO,Autorizado,71721.21
RS,SANTIAGO,Autorizado,437965.95
SC,SANTIAGO DO SUL,Não Cadastrado,34844.51
MT,SANTO AFONSO,Autorizado,46873.85
BA,SANTO AMARO,Autorizado,549490.98
SC,SANTO AMARO DA IMPERATRIZ,Autorizado,227327.27
SE,SANTO AMARO DAS BROTAS,Autorizado,124966
MA,SANTO AMARO DO MARANHAO,Autorizado,157680.49
SP,SANTO ANASTACIO,Autorizado,204273.33
SP,SANTO ANDRE,Autorizado,5261380.41
PB,SANTO ANDRE,Autorizado,48853.13
RS,SANTO ANGELO,Autorizado,662564.94
RN,SANTO ANTONIO,Autorizado,242504.38
SP,SANTO ANTONIO DA ALEGRIA,Autorizado,78561.75
GO,SANTO ANTONIO DA BARRA,Não Cadastrado,62407.5
RS,SANTO ANTONIO DA PATRULHA,Autorizado,387442.16
PR,SANTO ANTONIO DA PLATINA,Autorizado,433004.3
RS,SANTO ANTONIO DAS MISSOES,Autorizado,107379.72
GO,SANTO ANTONIO DE GOIAS,Autorizado,74231.31
BA,SANTO ANTONIO DE JESUS,Autorizado,891626.15
PI,SANTO ANTONIO DE LISBOA,Autorizado,71068.08
RJ,SANTO ANTONIO DE PADUA,Autorizado,375327.21
SP,SANTO ANTONIO DE POSSE,Autorizado,224270.61
MG,SANTO ANTONIO DO AMPARO,Autorizado,193154.42
SP,SANTO ANTONIO DO ARACANGUA,Autorizado,89069.52
MG,SANTO ANTONIO DO AVENTUREIRO,Autorizado,56773.57
PR,SANTO ANTONIO DO CAIUA,Autorizado,51353.76
GO,SANTO ANTONIO DO DESCOBERTO,Autorizado,656236.37
MG,SANTO ANTONIO DO GRAMA,Autorizado,58567.57
AM,SANTO ANTONIO DO ICA,Autorizado,204264.8
MG,SANTO ANTONIO DO ITAMBE,Autorizado,57888.77
MG,SANTO ANTONIO DO JACINTO,Autorizado,122573.01
SP,SANTO ANTONIO DO JARDIM,Autorizado,70956.29
MT,SANTO ANTONIO DO LESTE,Autorizado,62770.53
MT,SANTO ANTONIO DO LEVERGER,Autorizado,168971.21
MG,SANTO ANTONIO DO MONTE,Autorizado,272377.7
RS,SANTO ANTONIO DO PALMA,Autorizado,43619.31
PR,SANTO ANTONIO DO PARAISO,Autorizado,47343.21
SP,SANTO ANTONIO DO PINHAL,Autorizado,77308.03
RS,SANTO ANTONIO DO PLANALTO,Autorizado,42926.64
MG,SANTO ANTONIO DO RETIRO,Autorizado,82499.2
MG,SANTO ANTONIO DO RIO ABAIXO,Autorizado,43986.96
PR,SANTO ANTONIO DO SUDOESTE,Autorizado,207521.36
PA,SANTO ANTONIO DO TAUA,Autorizado,289776.84
MA,SANTO ANTONIO DOS LOPES,Autorizado,145884.38
PI,SANTO ANTONIO DOS MILAGRES,Autorizado,41324.99
RS,SANTO AUGUSTO,Autorizado,143925.51
RS,SANTO CRISTO,Autorizado,146446.83
BA,SANTO ESTEVAO,Autorizado,493253.3
SP,SANTO EXPEDITO,Não Cadastrado,51790.18
RS,SANTO EXPEDITO DO SUL,Autorizado,44789.91
MG,SANTO HIPOLITO,Em Elaboração,52908.5
PR,SANTO INACIO,Autorizado,70824.62
PI,SANTO INACIO DO PIAUI,Autorizado,52663.94
SP,SANTOPOLIS DO AGUAPEI,Autorizado,63544.75
SP,SANTOS,Autorizado,3253353.87
MG,SANTOS DUMONT,Autorizado,427177.46
CE,SAO BENEDITO,Autorizado,443932.95
MA,SAO BENEDITO DO RIO PRETO,Autorizado,184410.89
PE,SAO BENEDITO DO SUL,Autorizado,167457.88
PB,SAO BENTINHO,Autorizado,63440.68
PB,SAO BENTO,Autorizado,324179.93
MA,SAO BENTO,Autorizado,409224.23
MG,SAO BENTO ABADE,Autorizado,69303.92
RN,SAO BENTO DO NORTE,Autorizado,50043.94
SP,SAO BENTO DO SAPUCAI,Autorizado,115427.61
SC,SAO BENTO DO SUL,Autorizado,721352.08
TO,SAO BENTO DO TOCANTINS,Autorizado,62314.4
RN,SAO BENTO DO TRAIRI,Autorizado,62885.98
PE,SAO BENTO DO UNA,Autorizado,540474.16
SC,SAO BERNARDINO,Não Cadastrado,41965.11
MA,SAO BERNARDO,Autorizado,263132.72
SP,SAO BERNARDO DO CAMPO,Autorizado,6134036.39
SC,SAO BONIFACIO,Autorizado,45788.62
RS,SAO BORJA,Autorizado,529786.99
AL,SAO BRAS,Autorizado,82104.79
MG,SAO BRAS DO SUACUI,Autorizado,57937.26
PI,SAO BRAZ DO PIAUI,Autorizado,57131.63
PA,SAO CAETANO DE ODIVELAS,Autorizado,175408.99
SP,SAO CAETANO DO SUL,Autorizado,1374648.16
PE,SAO CAITANO,Autorizado,358623.35
SC,SAO CARLOS,Autorizado,114627.04
SP,SAO CARLOS,Autorizado,2026807.6
PR,SAO CARLOS DO IVAI,Autorizado,81484.74
SE,SAO CRISTOVAO,Autorizado,789604.11
SC,SAO CRISTOVAO DO SUL,Autorizado,65564.25
BA,SAO DESIDERIO,Autorizado,329181.73
BA,SAO DOMINGOS,Autorizado,96072.5
SC,SAO DOMINGOS,Autorizado,91719.35
SE,SAO DOMINGOS,Autorizado,118565.75
GO,SAO DOMINGOS,Autorizado,130244.37
PB,SAO DOMINGOS,Autorizado,53168.44
MG,SAO DOMINGOS DAS DORES,Autorizado,71111.76
PA,SAO DOMINGOS DO ARAGUAIA,Autorizado,237223.38
MA,SAO DOMINGOS DO AZEITAO,Autorizado,78791.89
PA,SAO DOMINGOS DO CAPIM,Autorizado,289354.32
PB,SAO DOMINGOS DO CARIRI,Autorizado,49885.2
MA,SAO DOMINGOS DO MARANHAO,Autorizado,310753.94
ES,SAO DOMINGOS DO NORTE,Autorizado,90536.23
MG,SAO DOMINGOS DO PRATA,Autorizado,183450.15
RS,SAO DOMINGOS DO SUL,Autorizado,50358.95
BA,SAO FELIPE,Autorizado,212322.38
RO,SAO FELIPE D'OESTE,Autorizado,57059.18
BA,SAO FELIX,Autorizado,157643.2
MA,SAO FELIX DE BALSAS,Autorizado,58649.15
MG,SAO FELIX DE MINAS,Autorizado,55055.76
MT,SAO FELIX DO ARAGUAIA,Autorizado,115939.96
BA,SAO FELIX DO CORIBE,Autorizado,162900.55
PI,SAO FELIX DO PIAUI,Autorizado,46526.92
TO,SAO FELIX DO TOCANTINS,Autorizado,35667.51
PA,SAO FELIX DO XINGU,Autorizado,1088055.74
RN,SAO FERNANDO,Autorizado,56409.54
RJ,SAO FIDELIS,Autorizado,347925.29
PB,SAO FRANCISCO,Autorizado,54955.51
SE,SAO FRANCISCO,Autorizado,56923.11
SP,SAO FRANCISCO,Autorizado,49393.57
MG,SAO FRANCISCO,Autorizado,508908.21
RS,SAO FRANCISCO DE ASSIS,Autorizado,183138.07
PI,SAO FRANCISCO DE ASSIS DO PIAUI,Autorizado,66461.85
GO,SAO FRANCISCO DE GOIAS,Autorizado,71959.37
RJ,SAO FRANCISCO DE ITABAPOANA,Autorizado,371926.19
RS,SAO FRANCISCO DE PAULA,Autorizado,209390.12
MG,SAO FRANCISCO DE PAULA,Autorizado,76930.16
MG,SAO FRANCISCO DE SALES,Autorizado,75524.06
MA,SAO FRANCISCO DO BREJAO,Autorizado,119957.47
BA,SAO FRANCISCO DO CONDE,Autorizado,381097.17
MG,SAO FRANCISCO DO GLORIA,Autorizado,64780.79
RO,SAO FRANCISCO DO GUAPORE,Não Cadastrado,191447.64
MA,SAO FRANCISCO DO MARANHAO,Autorizado,120954.91
RN,SAO FRANCISCO DO OESTE,Autorizado,61085.04
PA,SAO FRANCISCO DO PARA,Autorizado,151753.59
PI,SAO FRANCISCO DO PIAUI,Autorizado,70728.67
SC,SAO FRANCISCO DO SUL,Autorizado,476248.5
RS,SAO GABRIEL,Autorizado,546542.6
BA,SAO GABRIEL,Autorizado,196404.89
AM,SAO GABRIEL DA CACHOEIRA,Autorizado,410873.3
ES,SAO GABRIEL DA PALHA,Autorizado,360824.21
MS,SAO GABRIEL DO OESTE,Autorizado,265106.32
MG,SAO GERALDO,Autorizado,130753.4
MG,SAO GERALDO DA PIEDADE,Autorizado,58560.67
PA,SAO GERALDO DO ARAGUAIA,Autorizado,227671.53
MG,SAO GERALDO DO BAIXIO,Não Cadastrado,60250.78
RJ,SAO GONCALO,Autorizado,7839358.39
MG,SAO GONCALO DO ABAETE,Autorizado,90887.39
RN,SAO GONCALO DO AMARANTE,Autorizado,894376.69
CE,SAO GONCALO DO AMARANTE,Autorizado,450527.13
PI,SAO GONCALO DO GURGUEIA,Autorizado,47552.06
MG,SAO GONCALO DO PARA,Autorizado,130926.58
PI,SAO GONCALO DO PIAUI,Autorizado,61218.37
MG,SAO GONCALO DO RIO ABAIXO,Autorizado,119414.44
MG,SAO GONCALO DO RIO PRETO,Autorizado,53836.67
MG,SAO GONCALO DO SAPUCAI,Autorizado,252061.8
BA,SAO GONCALO DOS CAMPOS,Autorizado,364826.43
MG,SAO GOTARDO,Autorizado,334803.85
RS,SAO JERONIMO,Autorizado,237727.81
PR,SAO JERONIMO DA SERRA,Autorizado,121160.43
PR,SAO JOAO,Autorizado,114469.27
PE,SAO JOAO,Autorizado,225298.06
MA,SAO JOAO BATISTA,Autorizado,198035.65
SC,SAO JOAO BATISTA,Autorizado,354489.28
MG,SAO JOAO BATISTA DO GLORIA,Autorizado,84057.71
GO,SAO JOAO D'ALIANCA,Autorizado,147509.66
RR,SAO JOAO DA BALIZA,Autorizado,70983.38
RJ,SAO JOAO DA BARRA,Autorizado,325111.32
SP,SAO JOAO DA BOA VISTA,Autorizado,788979.43
PI,SAO JOAO DA CANABRAVA,Autorizado,58274.54
PI,SAO JOAO DA FRONTEIRA,Autorizado,68422.1
MG,SAO JOAO DA LAGOA,Não Cadastrado,66103.8
MG,SAO JOAO DA MATA,Autorizado,50823.57
GO,SAO JOAO DA PARAUNA,Autorizado,37651.61
PA,SAO JOAO DA PONTA,Autorizado,68244.03
MG,SAO JOAO DA PONTE,Autorizado,247649.53
PI,SAO JOAO DA SERRA,Autorizado,68574.49
RS,SAO JOAO DA URTIGA,Autorizado,60984.44
PI,SAO JOAO DA VARJOTA,Autorizado,59916.13
SP,SAO JOAO DAS DUAS PONTES,Autorizado,47606.47
MG,SAO JOAO DAS MISSOES,Autorizado,134085.13
SP,SAO JOAO DE IRACEMA,Não Cadastrado,43360.43
RJ,SAO JOAO DE MERITI,Autorizado,3510386.22
PA,SAO JOAO DE PIRABAS,Autorizado,211656.23
MG,SAO JOAO DEL REI,Autorizado,778122.18
PA,SAO JOAO DO ARAGUAIA,Autorizado,138779.93
PI,SAO JOAO DO ARRAIAL,Autorizado,82282.35
PR,SAO JOAO DO CAIUA,Autorizado,73574.49
PB,SAO JOAO DO CARIRI,Autorizado,60448.36
MA,SAO JOAO DO CARU,Autorizado,154556.57
SC,SAO JOAO DO ITAPERIU,Autorizado,52666.81
PR,SAO JOAO DO IVAI,Autorizado,112910.79
CE,SAO JOAO DO JAGUARIBE,Autorizado,85045.02
MG,SAO JOAO DO MANHUACU,Autorizado,124062.23
MG,SAO JOAO DO MANTENINHA,Autorizado,73210.55
SC,SAO JOAO DO OESTE,Autorizado,70946.26
MG,SAO JOAO DO ORIENTE,Autorizado,83032.56
MG,SAO JOAO DO PACUI,Autorizado,62827.48
MG,SAO JOAO DO PARAISO,Autorizado,239088.17
MA,SAO JOAO DO PARAISO,Autorizado,113896.63
SP,SAO JOAO DO PAU D'ALHO,Autorizado,44420.22
PI,SAO JOAO DO PIAUI,Autorizado,196081.03
RS,SAO JOAO DO POLESINE,Autorizado,46507.74
PB,SAO JOAO DO RIO DO PEIXE,Autorizado,187946.75
RN,SAO JOAO DO SABUGI,Autorizado,74522.76
MA,SAO JOAO DO SOTER,Autorizado,184251.59
SC,SAO JOAO DO SUL,Autorizado,77242.6
PB,SAO JOAO DO TIGRE,Autorizado,62096.91
PR,SAO JOAO DO TRIUNFO,Autorizado,161833.56
MA,SAO JOAO DOS PATOS,Autorizado,244001.29
MG,SAO JOAO EVANGELISTA,Autorizado,162210.41
MG,SAO JOAO NEPOMUCENO,Autorizado,258018.73
SC,SAO JOAQUIM,Autorizado,250981.83
SP,SAO JOAQUIM DA BARRA,Autorizado,474957.37
MG,SAO JOAQUIM DE BICAS,Autorizado,311336.32
PE,SAO JOAQUIM DO MONTE,Autorizado,214471.69
RS,SAO JORGE,Autorizado,48398.7
PR,SAO JORGE D'OESTE,Autorizado,95642.87
PR,SAO JORGE DO IVAI,Autorizado,71607.33
PR,SAO JORGE DO PATROCINIO,Autorizado,71586.56
SC,SAO JOSE,Autorizado,1988392.06
MG,SAO JOSE DA BARRA,Autorizado,83995.36
SP,SAO JOSE DA BELA VISTA,Autorizado,92186.51
PR,SAO JOSE DA BOA VISTA,Autorizado,75624.78
PE,SAO JOSE DA COROA GRANDE,Autorizado,217443.22
PB,SAO JOSE DA LAGOA TAPADA,Autorizado,84359.21
AL,SAO JOSE DA LAJE,Autorizado,245497.25
MG,SAO JOSE DA LAPA,Autorizado,243888.35
MG,SAO JOSE DA SAFIRA,Não Cadastrado,61546.04
AL,SAO JOSE DA TAPERA,Autorizado,314926.53
MG,SAO JOSE DA VARGINHA,Autorizado,67502.98
BA,SAO JOSE DA VITORIA,Autorizado,71669.86
RS,SAO JOSE DAS MISSOES,Autorizado,46202.95
PR,SAO JOSE DAS PALMEIRAS,Autorizado,58211.16
PB,SAO JOSE DE CAIANA,Autorizado,75853.27
PB,SAO JOSE DE ESPINHARAS,Autorizado,63641.55
RN,SAO JOSE DE MIPIBU,Autorizado,413467.18
PB,SAO JOSE DE PIRANHAS,Autorizado,204473.78
PB,SAO JOSE DE PRINCESA,Autorizado,58564.32
MA,SAO JOSE DE RIBAMAR,Autorizado,1601432.95
RJ,SAO JOSE DE UBA,Autorizado,76657.07
MG,SAO JOSE DO ALEGRE,Autorizado,61068.11
SP,SAO JOSE DO BARREIRO,Autorizado,58592.16
PE,SAO JOSE DO BELMONTE,Autorizado,324035.98
PB,SAO JOSE DO BONFIM,Autorizado,56631.78
PB,SAO JOSE DO BREJO DO CRUZ,Autorizado,44177.63
ES,SAO JOSE DO CALCADO,Autorizado,113021.78
RN,SAO JOSE DO CAMPESTRE,Autorizado,131270.25
SC,SAO JOSE DO CEDRO,Autorizado,139758.07
SC,SAO JOSE DO CERRITO,Autorizado,82243.68
PI,SAO JOSE DO DIVINO,Autorizado,63414.12
MG,SAO JOSE DO DIVINO,Autorizado,58498.3
PE,SAO JOSE DO EGITO,Autorizado,324922.57
MG,SAO JOSE DO GOIABAL,Autorizado,68922.93
RS,SAO JOSE DO HERVAL,Autorizado,42227.04
RS,SAO JOSE DO HORTENCIO,Autorizado,63055.52
RS,SAO JOSE DO INHACORA,Autorizado,43079.01
BA,SAO JOSE DO JACUIPE,Autorizado,117240.16
MG,SAO JOSE DO JACURI,Autorizado,76216.73
MG,SAO JOSE DO MANTIMENTO,Autorizado,51363.84
RS,SAO JOSE DO NORTE,Autorizado,260565.03
RS,SAO JOSE DO OURO,Autorizado,76818.82
PI,SAO JOSE DO PEIXE,Autorizado,52165.22
PI,SAO JOSE DO PIAUI,Autorizado,72661.21
MT,SAO JOSE DO POVO,Autorizado,53371.07
MT,SAO JOSE DO RIO CLARO,Autorizado,197806.93
SP,SAO JOSE DO RIO PARDO,Autorizado,492696.56
SP,SAO JOSE DO RIO PRETO,Autorizado,3497047.83
PB,SAO JOSE DO SABUGI,Autorizado,60330.61
RN,SAO JOSE DO SERIDO,Autorizado,63959.61
RS,SAO JOSE DO SUL,Autorizado,46015.93
RJ,SAO JOSE DO VALE DO RIO PRETO,Autorizado,205624.23
MT,SAO JOSE DO XINGU,Autorizado,64065.83
RS,SAO JOSE DOS AUSENTES,Autorizado,53600.63
MA,SAO JOSE DOS BASILIOS,Autorizado,80114.87
SP,SAO JOSE DOS CAMPOS,Autorizado,5354343.2
PB,SAO JOSE DOS CORDEIROS,Autorizado,56548.66
PR,SAO JOSE DOS PINHAIS,Autorizado,2601110.55
MT,SAO JOSE DOS QUATRO MARCOS,Autorizado,180053.88
PB,SAO JOSE DOS RAMOS,Autorizado,73380.44
PI,SAO JULIAO,Autorizado,70465.46
RS,SAO LEOPOLDO,Autorizado,1912694.86
MG,SAO LOURENCO,Autorizado,428438.13
PE,SAO LOURENCO DA MATA,Autorizado,971865.71
SP,SAO LOURENCO DA SERRA,Autorizado,161554.43
SC,SAO LOURENCO DO OESTE,Autorizado,231441.7
PI,SAO LOURENCO DO PIAUI,Autorizado,58011.32
RS,SAO LOURENCO DO SUL,Autorizado,397812.06
SC,SAO LUDGERO,Autorizado,140277.56
MA,SAO LUIS,Autorizado,9722671.53
GO,SAO LUIS DE MONTES BELOS,Autorizado,315057.01
CE,SAO LUIS DO CURU,Autorizado,134242.76
SP,SAO LUIS DO PARAITINGA,Autorizado,113945.3
PI,SAO LUIS DO PIAUI,Autorizado,44622.08
AL,SAO LUIS DO QUITUNDE,Autorizado,331294.26
MA,SAO LUIS GONZAGA DO MARANHAO,Autorizado,183240.28
RR,SAO LUIZ,Autorizado,69182.44
GO,SAO LUIZ DO NORTE,Autorizado,65018.86
RS,SAO LUIZ GONZAGA,Autorizado,306634.98
PB,SAO MAMEDE,Autorizado,84774.81
PR,SAO MANOEL DO PARANA,Autorizado,48264.48
SP,SAO MANUEL,Autorizado,375707.81
RS,SAO MARCOS,Autorizado,208593.56
RS,SAO MARTINHO,Autorizado,65909.33
SC,SAO MARTINHO,Autorizado,48358.41
RS,SAO MARTINHO DA SERRA,Autorizado,51307.91
ES,SAO MATEUS,Autorizado,1112721.17
MA,SAO MATEUS DO MARANHAO,Autorizado,370794.7
PR,SAO MATEUS DO SUL,Autorizado,437395.81
RN,SAO MIGUEL,Autorizado,238119.78
SP,SAO MIGUEL ARCANJO,Autorizado,308828.7
PI,SAO MIGUEL DA BAIXA GRANDE,Autorizado,43292.16
SC,SAO MIGUEL DA BOA VISTA,Autorizado,38882.75
BA,SAO MIGUEL DAS MATAS,Autorizado,125462.13
RS,SAO MIGUEL DAS MISSOES,Autorizado,82228.55
PB,SAO MIGUEL DE TAIPU,Autorizado,83167.81
SE,SAO MIGUEL DO ALEIXO,Autorizado,57802.79
MG,SAO MIGUEL DO ANTA,Autorizado,79957.12
GO,SAO MIGUEL DO ARAGUAIA,Autorizado,208468.36
PI,SAO MIGUEL DO FIDALGO,Autorizado,47316.55
RN,SAO MIGUEL DO GOSTOSO,Autorizado,114230.66
PA,SAO MIGUEL DO GUAMA,Autorizado,507830.8
RO,SAO MIGUEL DO GUAPORE,Autorizado,213272.67
PR,SAO MIGUEL DO IGUACU,Autorizado,269466.28
SC,SAO MIGUEL DO OESTE,Autorizado,365066.3
GO,SAO MIGUEL DO PASSA QUATRO,Autorizado,56997.75
PI,SAO MIGUEL DO TAPUIO,Autorizado,174587.61
TO,SAO MIGUEL DO TOCANTINS,Autorizado,118889.81
AL,SAO MIGUEL DOS CAMPOS,Autorizado,566834.93
AL,SAO MIGUEL DOS MILAGRES,Autorizado,89696.42
RS,SAO NICOLAU,Autorizado,64641.73
GO,SAO PATRICIO,Autorizado,42694.21
SP,SAO PAULO,Autorizado,86981595.01
RS,SAO PAULO DAS MISSOES,Autorizado,68111.99
AM,SAO PAULO DE OLIVENCA,Autorizado,359458.98
RN,SAO PAULO DO POTENGI,Autorizado,186560.46
SP,SAO PEDRO,Autorizado,331181.07
RN,SAO PEDRO,Autorizado,72223.13
MA,SAO PEDRO DA AGUA BRANCA,Autorizado,124785.36
RJ,SAO PEDRO DA ALDEIA,Autorizado,886380.41
MT,SAO PEDRO DA CIPA,Autorizado,58365.17
RS,SAO PEDRO DA SERRA,Autorizado,55831.02
MG,SAO PEDRO DA UNIAO,Autorizado,63430.11
RS,SAO PEDRO DAS MISSOES,Autorizado,42975.13
SC,SAO PEDRO DE ALCANTARA,Autorizado,68334.93
RS,SAO PEDRO DO BUTIA,Autorizado,49382.29
PR,SAO PEDRO DO IGUACU,Autorizado,73061.93
PR,SAO PEDRO DO IVAI,Autorizado,121305.9
PR,SAO PEDRO DO PARANA,Autorizado,48957.13
PI,SAO PEDRO DO PIAUI,Autorizado,143239.71
MG,SAO PEDRO DO SUACUI,Autorizado,67565.32
RS,SAO PEDRO DO SUL,Autorizado,159766.8
SP,SAO PEDRO DO TURVO,Autorizado,83410.43
MA,SAO PEDRO DOS CRENTES,Autorizado,59757.41
MG,SAO PEDRO DOS FERROS,Autorizado,84701.88
RN,SAO RAFAEL,Autorizado,88112.89
MA,SAO RAIMUNDO DAS MANGABEIRAS,Autorizado,186634.35
MA,SAO RAIMUNDO DO DOCA BEZERRA,Autorizado,62029.36
PI,SAO RAIMUNDO NONATO,Autorizado,312756.5
MA,SAO ROBERTO,Autorizado,74691.3
MG,SAO ROMAO,Autorizado,130490.18
